reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Mediocre product, expected better quality for the price paid The design is average.",3,speaker,neutral,2020-02-05,mediocre product expected better quality for the price paid the design is average,mediocre product expected better quality price paid design average,0.4404,0.195,0.0,0.805,4.0,1
"Best purchase I have made this year, highly recommend to everyone The price is excellent.",5,tablet,positive,2021-09-19,best purchase i have made this year highly recommend to everyone the price is excellent,best purchase made year highly recommend everyone price excellent,0.8932,0.471,0.0,0.529,8.0,2
"Average experience, product works but has some limitations The customer service is average.",3,speaker,neutral,2023-02-07,average experience product works but has some limitations the customer service is average,average experience product work limitation customer service average,0.0,0.0,0.0,1.0,0.0,1
"Acceptable quality, arrived on time and packaging was adequate The performance is average.",3,camera,neutral,2021-11-08,acceptable quality arrived on time and packaging was adequate the performance is average,acceptable quality arrived time packaging adequate performance average,0.4939,0.276,0.0,0.724,4.0,1
"Horrible product, nothing like the description or photos shown The delivery is terrible.",2,charger,negative,2021-04-17,horrible product nothing like the description or photos shown the delivery is terrible,horrible product nothing like description photo shown delivery terrible,-0.8276,0.0,0.466,0.534,-4.0,0
"Love this product, it works great and the quality is outstanding The customer service is excellent.",4,camera,positive,2023-11-14,love this product it works great and the quality is outstanding the customer service is excellent,love product work great quality outstanding customer service excellent,0.9517,0.571,0.0,0.429,16.0,2
"Love this product, it works great and the quality is outstanding The price is excellent.",5,charger,positive,2023-04-22,love this product it works great and the quality is outstanding the price is excellent,love product work great quality outstanding price excellent,0.9517,0.593,0.0,0.407,16.0,2
"Average experience, product works but has some limitations The delivery is average.",3,laptop,neutral,2021-02-01,average experience product works but has some limitations the delivery is average,average experience product work limitation delivery average,0.0,0.0,0.0,1.0,0.0,1
"Poor quality and bad customer service, would not recommend The customer service is terrible.",1,charger,negative,2020-01-29,poor quality and bad customer service would not recommend the customer service is terrible,poor quality bad customer service would not recommend customer service terrible,-0.8959,0.0,0.541,0.459,-4.0,0
"Its okay, has some good points and some bad points overall The build quality is average.",3,charger,neutral,2020-04-03,its okay has some good points and some bad points overall the build quality is average,okay good point bad point overall build quality average,0.0772,0.225,0.164,0.61,2.0,1
"Outstanding quality and performance, very satisfied with this purchase The delivery is excellent.",4,speaker,positive,2020-07-29,outstanding quality and performance very satisfied with this purchase the delivery is excellent,outstanding quality performance satisfied purchase delivery excellent,0.8955,0.519,0.0,0.481,12.0,2
"Incredible product, works flawlessly and looks great too The delivery is excellent.",5,speaker,positive,2022-06-21,incredible product works flawlessly and looks great too the delivery is excellent,incredible product work flawlessly look great delivery excellent,0.8709,0.523,0.0,0.477,8.0,2
"Waste of money, does not work as described at all The battery life is terrible.",2,speaker,negative,2020-08-21,waste of money does not work as described at all the battery life is terrible,waste money not work described battery life terrible,-0.7096,0.0,0.312,0.688,-7.0,0
"Amazing value for money, will definitely buy again from this seller The design is excellent.",4,monitor,positive,2023-07-13,amazing value for money will definitely buy again from this seller the design is excellent,amazing value money definitely buy seller design excellent,0.9118,0.534,0.0,0.466,7.0,2
"Product is okay, nothing special but does the job adequately The build quality is average.",3,smartphone,neutral,2023-02-26,product is okay nothing special but does the job adequately the build quality is average,product okay nothing special job adequately build quality average,-0.0462,0.09,0.101,0.809,2.0,1
"Very disappointed with the quality, feels cheap and breaks easily The price is terrible.",1,camera,negative,2022-05-02,very disappointed with the quality feels cheap and breaks easily the price is terrible,disappointed quality feel cheap break easily price terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Average experience, product works but has some limitations The price is average.",3,camera,neutral,2022-02-18,average experience product works but has some limitations the price is average,average experience product work limitation price average,0.0,0.0,0.0,1.0,0.0,1
"Horrible product, nothing like the description or photos shown The delivery is terrible.",2,charger,negative,2023-03-10,horrible product nothing like the description or photos shown the delivery is terrible,horrible product nothing like description photo shown delivery terrible,-0.8276,0.0,0.466,0.534,-4.0,0
"Product is okay, nothing special but does the job adequately The screen quality is average.",3,tablet,neutral,2023-07-05,product is okay nothing special but does the job adequately the screen quality is average,product okay nothing special job adequately screen quality average,-0.0462,0.09,0.101,0.809,2.0,1
